,DepMap_ID,CCL_name,COSMIC_ID,TCGA_combine,TCGA_manual,primary_DepMap,subtype_DepMap,primary_site_CTRP,primary_hist_CTRP,subtype_CTRP,tissue1_GDSC,tissue2_GDSC,TCGA_CCLE,TCGA_GDSC
384,ACH-002310,SW872,909756,NA,SARC,Liposarcoma,Unknown,NA,NA,NA,soft_tissue,soft_tissue_other,NA,NA
271,ACH-001540,KMLS1,NA,NA,SARC,Liposarcoma,Unknown,NA,NA,NA,NA,NA,NA,NA
453,ACH-002395,HUH6CLONE5,NA,NA,LIHC,Liver Cancer,Hepatoblastoma,NA,NA,NA,NA,NA,NA,NA
241,ACH-001417,UMC11,909779,NA,LUAD,Lung Cancer,Carcinoid,NA,NA,NA,lung_NSCLC,lung_NSCLC_carcinoid,NA,NA
358,ACH-002174,NCIH720,687600,NA,LUAD,Lung Cancer,Carcinoid,NA,NA,NA,lung_NSCLC,lung_NSCLC_carcinoid,NA,NA
359,ACH-002177,NCIH835,753607,NA,LUAD,Lung Cancer,Carcinoid,NA,NA,NA,lung_NSCLC,lung_NSCLC_carcinoid,NA,NA
10,ACH-000064,SALE,NA,NA,UNABLE TO CLASSIFY,Lung Cancer,Immortalized,lung,NA,immortalized_epithelial,NA,NA,NA,NA
76,ACH-000531,RS5,NA,NA,MESO,Lung Cancer,Mesothelioma,pleura,mesothelioma,NA,NA,NA,NA,NA
103,ACH-000742,DM3,NA,NA,MESO,Lung Cancer,Mesothelioma,pleura,mesothelioma,NA,NA,NA,NA,NA
276,ACH-001555,MERO14,NA,NA,MESO,Lung Cancer,Mesothelioma,NA,NA,NA,NA,NA,NA,NA
277,ACH-001556,MERO25,NA,NA,MESO,Lung Cancer,Mesothelioma,NA,NA,NA,NA,NA,NA,NA
278,ACH-001557,MERO41,NA,NA,MESO,Lung Cancer,Mesothelioma,NA,NA,NA,NA,NA,NA,NA
279,ACH-001558,MERO48A,NA,NA,MESO,Lung Cancer,Mesothelioma,NA,NA,NA,NA,NA,NA,NA
280,ACH-001559,MERO82,NA,NA,MESO,Lung Cancer,Mesothelioma,NA,NA,NA,NA,NA,NA,NA
281,ACH-001560,MERO83,NA,NA,MESO,Lung Cancer,Mesothelioma,NA,NA,NA,NA,NA,NA,NA
282,ACH-001561,MERO84,NA,NA,MESO,Lung Cancer,Mesothelioma,NA,NA,NA,NA,NA,NA,NA
283,ACH-001562,MERO95,NA,NA,MESO,Lung Cancer,Mesothelioma,NA,NA,NA,NA,NA,NA,NA
81,ACH-000575,HCC364,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,carcinoma,adenocarcinoma,NA,NA,NA,NA
154,ACH-001088,HLC1,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,carcinoma,adenocarcinoma,NA,NA,NA,NA
320,ACH-000029,HCC827GR5,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,carcinoma,adenocarcinoma,NA,NA,NA,NA
24,ACH-000150,HCC2935,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,carcinoma,non_small_cell_carcinoma,NA,NA,NA,NA
82,ACH-000578,HCC1171,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",lung,carcinoma,non_small_cell_carcinoma,NA,NA,NA,NA
1,ACH-000010,NCIH2077,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,NA,NA,NA,NA,NA,NA
6,ACH-000033,NCIH1819,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,NA,NA,NA,NA,NA,NA
151,ACH-001071,GLC82,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,NA,NA,NA,NA,NA,NA
169,ACH-000143,HCC2429,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,NA,NA,NA,NA,NA,NA
170,ACH-001140,NCIH820,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,NA,NA,NA,NA,NA,NA
181,ACH-000339,HCC461,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,NA,NA,NA,NA,NA,NA
195,ACH-000872,HCC515,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,NA,NA,NA,NA,NA,NA
208,ACH-000975,HCC2450,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,NA,NA,NA,NA,NA,NA
403,ACH-002337,JHU028,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,NA,NA,NA,NA,NA,NA
109,ACH-000775,NCIH727,724855,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Bronchoalveolar Carcinoma",lung,carcinoid_endocrine_tumor,NA,lung_NSCLC,lung_NSCLC_carcinoid,NA,NA
2,ACH-000015,NCIH1581,908471,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,carcinoma,large_cell_carcinoma,lung_NSCLC,lung_NSCLC_large cell,NA,NA
62,ACH-000434,NCIH1915,1240184,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,carcinoma,large_cell_carcinoma,lung_NSCLC,lung_NSCLC_large cell,NA,NA
68,ACH-000463,NCIH460,905943,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,carcinoma,large_cell_carcinoma,lung_NSCLC,lung_NSCLC_large cell,NA,NA
85,ACH-000596,LCLC97TM1,946361,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,carcinoma,large_cell_carcinoma,lung_NSCLC,lung_NSCLC_large cell,NA,NA
89,ACH-000627,LCLC103H,753586,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,carcinoma,large_cell_carcinoma,lung_NSCLC,lung_NSCLC_large cell,NA,NA
93,ACH-000662,CORL23,687780,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,carcinoma,large_cell_carcinoma,lung_NSCLC,lung_NSCLC_large cell,NA,NA
95,ACH-000672,IALM,910779,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,carcinoma,large_cell_carcinoma,lung_NSCLC,lung_NSCLC_large cell,NA,NA
110,ACH-000789,NCIH810,925341,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,carcinoma,large_cell_carcinoma,lung_NSCLC,lung_NSCLC_large cell,NA,NA
117,ACH-000853,NCIH661,687829,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,carcinoma,large_cell_carcinoma,lung_NSCLC,lung_NSCLC_large cell,NA,NA
130,ACH-000980,NCIH1155,908467,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,carcinoma,large_cell_carcinoma,lung_NSCLC,lung_NSCLC_large cell,NA,NA
65,ACH-000444,LU99,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,carcinoma,large_cell_carcinoma,NA,NA,NA,NA
114,ACH-000813,T3M10,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,carcinoma,large_cell_carcinoma,NA,NA,NA,NA
123,ACH-000891,HCC1438,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,carcinoma,large_cell_carcinoma,NA,NA,NA,NA
124,ACH-000901,HCC1359,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,carcinoma,large_cell_carcinoma,NA,NA,NA,NA
64,ACH-000438,LU65,724863,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,carcinoma,non_small_cell_carcinoma,lung_NSCLC,lung_NSCLC_large cell,NA,NA
73,ACH-000510,NCIH1299,724831,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,carcinoma,non_small_cell_carcinoma,lung_NSCLC,lung_NSCLC_large cell,NA,NA
125,ACH-000904,NCIH2106,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",lung,carcinoma,non_small_cell_carcinoma,NA,NA,NA,NA
116,ACH-000825,HOP92,905973,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",NA,NA,NA,lung_NSCLC,lung_NSCLC_large cell,NA,NA
357,ACH-002158,LU99A,907796,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",NA,NA,NA,lung_NSCLC,lung_NSCLC_large cell,NA,NA
152,ACH-001075,NCIH292,753604,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Mucoepidermoid Carcinoma",NA,NA,NA,lung_NSCLC,lung_NSCLC_adenocarcinoma,NA,NA
328,ACH-000474,[MERGED,753604,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Mucoepidermoid Carcinoma",NA,NA,NA,lung_NSCLC,lung_NSCLC_adenocarcinoma,NA,NA
98,ACH-000690,HCC2814,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",lung,carcinoma,squamous_cell_carcinoma,NA,NA,NA,NA
153,ACH-001079,HCC1897,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",lung,carcinoma,squamous_cell_carcinoma,NA,NA,NA,NA
162,ACH-001113,LC1SQSF,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",lung,carcinoma,squamous_cell_carcinoma,NA,NA,NA,NA
193,ACH-001234,VMRCLCP,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",lung,carcinoma,squamous_cell_carcinoma,NA,NA,NA,NA
321,ACH-000700,NCIH2882,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",NA,NA,NA,NA,NA,NA,NA
178,ACH-000251,NCIH2887,NA,NA,LUAD,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",NA,NA,NA,NA,NA,NA,NA
226,ACH-001386,SCLC22H,NA,NA,SCLC,Lung Cancer,Small Cell Lung Cancer (SCLC),NA,NA,NA,NA,NA,NA,NA
400,ACH-002333,HCC827GR,NA,NA,UNABLE TO CLASSIFY,Lung Cancer,Unknown,NA,NA,NA,NA,NA,NA,NA
36,ACH-000206,C8166,NA,NA,UNABLE TO CLASSIFY,Lymphoma,ATL,NA,NA,NA,NA,NA,NA,NA
33,ACH-000190,HDMYZ,907050,NA,UNABLE TO CLASSIFY,Lymphoma,"B-cell, Hodgkins",haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,Hodgkin_lymphoma,lymphoma,Hodgkin_lymphoma,NA,NA
46,ACH-000267,HDLM2,924110,NA,UNABLE TO CLASSIFY,Lymphoma,"B-cell, Hodgkins",haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,Hodgkin_lymphoma,lymphoma,Hodgkin_lymphoma,NA,NA
101,ACH-000702,L1236,1330935,NA,UNABLE TO CLASSIFY,Lymphoma,"B-cell, Hodgkins",haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,Hodgkin_lymphoma,lymphoma,Hodgkin_lymphoma,NA,NA
104,ACH-000754,L428,907322,NA,UNABLE TO CLASSIFY,Lymphoma,"B-cell, Hodgkins",haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,Hodgkin_lymphoma,lymphoma,Hodgkin_lymphoma,NA,NA
111,ACH-000806,L540,907323,NA,UNABLE TO CLASSIFY,Lymphoma,"B-cell, Hodgkins",haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,Hodgkin_lymphoma,lymphoma,Hodgkin_lymphoma,NA,NA
115,ACH-000815,KMH2,909976,NA,UNABLE TO CLASSIFY,Lymphoma,"B-cell, Hodgkins",haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,Hodgkin_lymphoma,lymphoma,Hodgkin_lymphoma,NA,NA
185,ACH-001203,SUPHD1,1331039,NA,UNABLE TO CLASSIFY,Lymphoma,"B-cell, Hodgkins",haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,Hodgkin_lymphoma,lymphoma,Hodgkin_lymphoma,NA,NA
11,ACH-000069,HS611T,NA,NA,UNABLE TO CLASSIFY,Lymphoma,"B-cell, Hodgkins",haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,Hodgkin_lymphoma,NA,NA,NA,NA
9,ACH-000063,HS616T,NA,NA,UNABLE TO CLASSIFY,Lymphoma,"B-Cell, Hodgkins",haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,Hodgkin_lymphoma,NA,NA,NA,NA
17,ACH-000125,TO175T,NA,NA,UNABLE TO CLASSIFY,Lymphoma,"B-Cell, Hodgkins",haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,Hodgkin_lymphoma,NA,NA,NA,NA
374,ACH-002272,MHHPREB1,908136,NA,DLBC,Lymphoma,"B-cell, Non-Hodgkins",NA,NA,NA,leukemia,B_cell_leukemia,NA,NA
148,ACH-001064,EB2,906846,NA,DLBC,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,Burkitt_lymphoma,lymphoma,Burkitt_lymphoma,NA,NA
365,ACH-002232,DG75,906838,NA,DLBC,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",NA,NA,NA,lymphoma,Burkitt_lymphoma,NA,NA
366,ACH-002236,EB3,906847,NA,DLBC,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",NA,NA,NA,lymphoma,Burkitt_lymphoma,NA,NA
371,ACH-002252,JIYOYEP2003,907268,NA,DLBC,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",NA,NA,NA,lymphoma,Burkitt_lymphoma,NA,NA
380,ACH-002293,P32ISH,1330987,NA,DLBC,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",NA,NA,NA,lymphoma,Burkitt_lymphoma,NA,NA
381,ACH-002300,RAMOS2G64C10,910401,NA,DLBC,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",NA,NA,NA,lymphoma,Burkitt_lymphoma,NA,NA
250,ACH-001450,BLUE1,NA,NA,DLBC,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",NA,NA,NA,NA,NA,NA,NA
452,ACH-002393,CROAP3,NA,NA,DLBC,Lymphoma,"B-cell, Non-Hodgkins, Primary Effusion",NA,NA,NA,NA,NA,NA,NA
294,ACH-001121,MEC2,NA,NA,DLBC,Lymphoma,"B-cell, unspecified",haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,chronic_lymphocytic_leukaemia; small_lymphocytic_lymphoma,NA,NA,NA,NA
302,ACH-001680,U698M,909777,NA,DLBC,Lymphoma,"B-cell, unspecified",NA,NA,NA,leukemia,B_cell_leukemia,NA,NA
58,ACH-001709,WSUNHL,909785,NA,DLBC,Lymphoma,"B-cell, unspecified",NA,NA,NA,lymphoma,lymphoid_neoplasm other,NA,NA
305,ACH-001677,U2904,NA,NA,DLBC,Lymphoma,"B-cell, unspecified",NA,NA,NA,NA,NA,NA,NA
372,ACH-002255,KARPAS231,1327774,NA,DLBC,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),NA,NA,NA,leukemia,B_cell_leukemia,NA,NA
327,ACH-002245,HS445,1322218,NA,UNABLE TO CLASSIFY,Lymphoma,Hodgkins,NA,NA,NA,lymphoma,Hodgkin_lymphoma,NA,NA
332,ACH-001665,SR,905965,NA,UNABLE TO CLASSIFY,Lymphoma,Immunoblastic,NA,NA,NA,lymphoma,lymphoid_neoplasm other,NA,NA
88,ACH-000612,HUT102,NA,NA,UNABLE TO CLASSIFY,Lymphoma,T-cell,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,Sezary_syndrome; mycosis_fungoides,NA,NA,NA,NA
96,ACH-001111,L82,NA,NA,UNABLE TO CLASSIFY,Lymphoma,T-cell,NA,NA,NA,NA,NA,NA,NA
97,ACH-001119,MAC2A,NA,NA,UNABLE TO CLASSIFY,Lymphoma,T-cell,NA,NA,NA,NA,NA,NA,NA
100,ACH-001134,MYLA,NA,NA,UNABLE TO CLASSIFY,Lymphoma,T-cell,NA,NA,NA,NA,NA,NA,NA
145,ACH-001057,DERL2,NA,NA,UNABLE TO CLASSIFY,Lymphoma,T-cell,NA,NA,NA,NA,NA,NA,NA
147,ACH-001060,DL40,NA,NA,UNABLE TO CLASSIFY,Lymphoma,T-cell,NA,NA,NA,NA,NA,NA,NA
150,ACH-001068,FEPD,NA,NA,UNABLE TO CLASSIFY,Lymphoma,T-cell,NA,NA,NA,NA,NA,NA,NA
157,ACH-001097,KARPAS384,NA,NA,UNABLE TO CLASSIFY,Lymphoma,T-cell,NA,NA,NA,NA,NA,NA,NA
168,ACH-001132,MTA,NA,NA,UNABLE TO CLASSIFY,Lymphoma,T-cell,NA,NA,NA,NA,NA,NA,NA
173,ACH-001147,OCILY12,NA,NA,UNABLE TO CLASSIFY,Lymphoma,T-cell,NA,NA,NA,NA,NA,NA,NA
174,ACH-001148,OCILY132,NA,NA,UNABLE TO CLASSIFY,Lymphoma,T-cell,NA,NA,NA,NA,NA,NA,NA
5,ACH-000053,KARPAS299,907273,NA,UNABLE TO CLASSIFY,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,anaplastic_large_cell_lymphoma,lymphoma,anaplastic_large_cell_lymphoma,NA,NA
22,ACH-000226,SUPM2,1331040,NA,UNABLE TO CLASSIFY,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,anaplastic_large_cell_lymphoma,lymphoma,anaplastic_large_cell_lymphoma,NA,NA
94,ACH-000664,SUDHL1,909742,NA,UNABLE TO CLASSIFY,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,anaplastic_large_cell_lymphoma,lymphoma,anaplastic_large_cell_lymphoma,NA,NA
45,ACH-000773,KIJK,NA,NA,UNABLE TO CLASSIFY,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,anaplastic_large_cell_lymphoma,NA,NA,NA,NA
63,ACH-000338,SR786,NA,NA,UNABLE TO CLASSIFY,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,anaplastic_large_cell_lymphoma,NA,NA,NA,NA
43,ACH-000233,DEL,906836,NA,UNABLE TO CLASSIFY,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,NA,lymphoma,lymphoid_neoplasm other,NA,NA
13,ACH-000077,MJ,NA,NA,UNABLE TO CLASSIFY,Lymphoma,"T-cell, Non-Hodgkins, Cutaneous",haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,Sezary_syndrome; mycosis_fungoides,NA,NA,NA,NA
72,ACH-000509,HUT78,NA,NA,UNABLE TO CLASSIFY,Lymphoma,"T-cell, Non-Hodgkins, Cutaneous, Sezary Syndrome",haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,Sezary_syndrome; mycosis_fungoides,NA,NA,NA,NA
368,ACH-002240,H9,907043,NA,UNABLE TO CLASSIFY,Lymphoma,"T-cell, Non-Hodgkins, Cutaneous, Sezary Syndrome",NA,NA,NA,lymphoma,lymphoid_neoplasm other,NA,NA
27,ACH-000165,HS751T,NA,NA,UNABLE TO CLASSIFY,Lymphoma,Unknown,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,Hodgkin_lymphoma,NA,NA,NA,NA
155,ACH-001093,HS604T,NA,NA,UNABLE TO CLASSIFY,Lymphoma,Unknown,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,Hodgkin_lymphoma,NA,NA,NA,NA
106,ACH-001197,SMZ1,NA,NA,UNABLE TO CLASSIFY,Lymphoma,Unknown,NA,NA,NA,NA,NA,NA,NA
159,ACH-001100,KHYG,NA,NA,UNABLE TO CLASSIFY,Lymphoma,Unknown,NA,NA,NA,NA,NA,NA,NA
172,ACH-001143,NKL,NA,NA,UNABLE TO CLASSIFY,Lymphoma,Unknown,NA,NA,NA,NA,NA,NA,NA
118,ACH-000854,OCIMY5,NA,NA,MM,Myeloma,Multiple Myeloma,NA,NA,NA,NA,NA,NA,NA
143,ACH-000512,INA6,NA,NA,MM,Myeloma,Multiple Myeloma,NA,NA,NA,NA,NA,NA,NA
182,ACH-000436,OCIMY7,NA,NA,MM,Myeloma,Multiple Myeloma,NA,NA,NA,NA,NA,NA,NA
128,ACH-001300,CHLA15,NA,NA,NB,Neuroblastoma,Unknown,NA,NA,NA,NA,NA,NA,NA
137,ACH-001301,COGN278,NA,NA,NB,Neuroblastoma,Unknown,NA,NA,NA,NA,NA,NA,NA
139,ACH-001302,COGN305,NA,NA,NB,Neuroblastoma,Unknown,NA,NA,NA,NA,NA,NA,NA
215,ACH-001354,LAN2,NA,NA,NB,Neuroblastoma,Unknown,NA,NA,NA,NA,NA,NA,NA
217,ACH-001367,NMB,NA,NA,NB,Neuroblastoma,Unknown,NA,NA,NA,NA,NA,NA,NA
311,ACH-001303,NB1643,NA,NA,NB,Neuroblastoma,Unknown,NA,NA,NA,NA,NA,NA,NA
451,ACH-002389,ACN,NA,NA,NB,Neuroblastoma,Unknown,NA,NA,NA,NA,NA,NA,NA
386,ACH-002316,WIL2NS,1331049,NA,UNABLE TO CLASSIFY,Non-Cancerous,Hereditary Spherocytosis,NA,NA,NA,lymphoma,lymphoid_neoplasm other,NA,NA
333,ACH-001827,184B5,NA,NA,UNABLE TO CLASSIFY,Non-Cancerous,Unknown,NA,NA,NA,NA,NA,NA,NA
218,ACH-001369,OCIC5X,NA,NA,OV,Ovarian Cancer,"Adenocarcinoma, clear cell",NA,NA,NA,NA,NA,NA,NA
330,ACH-001092,HS571T,NA,NA,OV,Ovarian Cancer,Carcinoma,ovary,carcinoma,NA,NA,NA,NA,NA
212,ACH-001340,COV413A,NA,NA,OV,Ovarian Cancer,Carcinoma,NA,NA,NA,NA,NA,NA,NA
230,ACH-001403,TO14,NA,NA,OV,Ovarian Cancer,Cystadenocarcinoma,NA,NA,NA,NA,NA,NA,NA
296,ACH-001628,PEA1,NA,NA,OV,Ovarian Cancer,Cystadenocarcinoma,NA,NA,NA,NA,NA,NA,NA
121,ACH-001278,BIN67,NA,NA,OV,Ovarian Cancer,Small Cell Carcinoma of the Ovary Hypercalcemic Type (SCCOHT),NA,NA,NA,NA,NA,NA,NA
199,ACH-001279,SCCOHT1,NA,NA,OV,Ovarian Cancer,Small Cell Carcinoma of the Ovary Hypercalcemic Type (SCCOHT),NA,NA,NA,NA,NA,NA,NA
214,ACH-001353,JOPACA1,NA,NA,PAAD,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",NA,NA,NA,NA,NA,NA,NA
219,ACH-001375,PACADD119,NA,NA,PAAD,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",NA,NA,NA,NA,NA,NA,NA
220,ACH-001376,PACADD135,NA,NA,PAAD,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",NA,NA,NA,NA,NA,NA,NA
221,ACH-001377,PACADD137,NA,NA,PAAD,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",NA,NA,NA,NA,NA,NA,NA
222,ACH-001378,PACADD159,NA,NA,PAAD,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",NA,NA,NA,NA,NA,NA,NA
223,ACH-001379,PACADD161,NA,NA,PAAD,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",NA,NA,NA,NA,NA,NA,NA
224,ACH-001380,PACADD165,NA,NA,PAAD,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",NA,NA,NA,NA,NA,NA,NA
225,ACH-001382,PACADD188,NA,NA,PAAD,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",NA,NA,NA,NA,NA,NA,NA
171,ACH-001142,NHAHTDD,NA,NA,UNABLE TO CLASSIFY,Primary Cells,Immortalized epithelial,NA,NA,NA,NA,NA,NA,NA
26,ACH-000160,BT12,NA,NA,SARC,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),NA,NA,NA,NA,NA,NA,NA
71,ACH-001031,CHLA266,NA,NA,SARC,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),NA,NA,NA,NA,NA,NA,NA
126,ACH-001289,COGAR359,NA,NA,SARC,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),NA,NA,NA,NA,NA,NA,NA
135,ACH-001020,BT16,NA,NA,SARC,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),NA,NA,NA,NA,NA,NA,NA
196,ACH-001028,CHLA06ATRT,NA,NA,SARC,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),NA,NA,NA,NA,NA,NA,NA
28,ACH-000172,TM87,NA,NA,SARC,Rhabdoid,Malignant Rhabdoid Tumor,NA,NA,NA,NA,NA,NA,NA
77,ACH-000533,NCIH2004RT,NA,NA,SARC,Rhabdoid,Malignant Rhabdoid Tumor,NA,NA,NA,NA,NA,NA,NA
86,ACH-000597,TTC709,NA,NA,SARC,Rhabdoid,Malignant Rhabdoid Tumor,NA,NA,NA,NA,NA,NA,NA
146,ACH-001059,DL,NA,NA,SARC,Rhabdoid,Malignant Rhabdoid Tumor,NA,NA,NA,NA,NA,NA,NA
158,ACH-001099,KD,NA,NA,SARC,Rhabdoid,Malignant Rhabdoid Tumor,NA,NA,NA,NA,NA,NA,NA
160,ACH-001109,KPMRTRY,NA,NA,SARC,Rhabdoid,Malignant Rhabdoid Tumor,NA,NA,NA,NA,NA,NA,NA
167,ACH-001128,MON,NA,NA,SARC,Rhabdoid,Malignant Rhabdoid Tumor,NA,NA,NA,NA,NA,NA,NA
183,ACH-001200,STM9101,NA,NA,SARC,Rhabdoid,Malignant Rhabdoid Tumor,NA,NA,NA,NA,NA,NA,NA
188,ACH-001210,TTC1240,NA,NA,SARC,Rhabdoid,Malignant Rhabdoid Tumor,NA,NA,NA,NA,NA,NA,NA
189,ACH-001211,TTC549,NA,NA,SARC,Rhabdoid,Malignant Rhabdoid Tumor,NA,NA,NA,NA,NA,NA,NA
190,ACH-001212,TTC642,NA,NA,SARC,Rhabdoid,Malignant Rhabdoid Tumor,NA,NA,NA,NA,NA,NA,NA
